id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_23I7E7jRLN6jFnn,"Parking in ""C"" spots is unbelievable for people who arrive on campus mid-day. There are countless ""A"" spots empty and several of us circle and circle and circle wasting gas and time searching for a spot. Its just stupid. Sometimes we have to park in time limit areas and move the car hourly until its not enforced or a real spot opens. Something needs to be done for those of us with ""odd' hours. BART parking did something such as no-parking until a certain time such as after 10:00 a.m.  I understand we all need to share such as carpool, etc. but it doesn't always work for all of us. ",10/14/13,,,,,Parking,,,,,,
R_0PrzpbL9nC2XOHX,Would be useful for more advertisement of the above programs,10/14/13,,,,,,,,,,,Other
R_eg4u71AFZ3dvJlP,cheaper parking for hospial staff during the day ,10/14/13,,,,,Parking,,,,,,
R_3aqS3tRfqbS30lT,I didn't know any of them existed it would have been great to be informed of them ,10/14/13,,,,,,,,,,,
R_6nEGwMwbKFsKrU9,I will look into Zimride and 511,10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_3rtphkNnRmilAG1,"If Stanford was able to run a bus from a couple neighborhoods in the city to campus, I would use that as a regular commute option. ",10/14/13,,,Other transit,,,,,Carpooling/Vanpooling,,,
R_bfj9ryrHNGCaNVj,it would be great if you partnered with bike share and brought stations to campus,10/14/13,Bike,,,Commute Club,,,,,,,
R_bNQEj4Vc4QsDwI5,The Go Pass is not free to postdocs.  It really should be.,10/14/13,Bike,Marguerite,,,,,Walking,,,,
R_eDxMtL9w9Ur9FNb,"It would be great if there's online workshop for these program, or maybe a summary of these program on Stanford website. ",10/14/13,Bike,Marguerite,Other transit,Commute Club,Parking,Events,Walking,,P&TS website and/or online ordering system,,
R_ebrqfivWIpI5xKl,I think the programs offered by P&TS are great.  I currently live in Redwood City so I feel that my commute is too close to make an alternative transportation choice.  I think it would take me longer to take a train or shuttle than to just drive myself.,10/14/13,,Marguerite,Other transit,,,,,,,,
R_dmMrNWvUb6WSYhT,I think that the marguerite shuttle's and buses are great. They are convenient and good for the environment.,10/14/13,,Marguerite,,,,,,,,,
R_6ys9pwTrb8vC8Bv,The Line U is overcrowded and inconsistent. Many commuters use the Line U even though it is an inconvenience because of environmental concerns. It would be appealing to more commuters if the service were expanded and its quality enforced.,10/14/13,,,,Commute Club,,,,,,,
R_246QNvqGDwARTx3,"There are almost too many programs, and it is easy to get them confused. It might be worth consolidating some.",10/14/13,,,,Commute Club,,,,,,,
R_eLngZst6xn8uybj,pls provide free parking for employees,10/14/13,,,,,Parking,,,,,,
R_7VYQfovowDPWTbL,love the online ordering,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_1FAdWIWrd8nYLWt,"Being stranded at work when I have three children that depend on me is hard.  I would need to park at Millbrae's Bart Station to take Caltrain, and then the Stanford P shuttle.  The incentive to have my parking paid would help to outweigh the convenience - regardless of cost savings if I paid the parking myself. / ",10/14/13,,,,,Parking,,,,,,
R_0GHSCI67ydIbRn7,Please have a bike rental service!,10/14/13,Bike,,,,,,,,,,
R_6VcJDEqjEQUAVgh,Love the Clean Air Cash program!  I also really appreciate that the University uses its resources to support us using public transportation.  It's  really a great staff benefit!,10/14/13,,,,Commute Club,,,,,,,Other
R_b7KzeLTTX5gj1FX,Free caltrain passes for postdocs would further incentivize me to switch to (albeit inconvenient) public transit to commute from San Francisco to Palo Alto.,10/14/13,,,,,,,,,,,Other
R_3z6tckXmyHTHseF,"i am glad to see some pragrams i was not aware of, likew the folding bike subsidy? also, i just hears about the police bike auction? more info on that would be great!",10/14/13,Bike,,,,,,,,,,
R_9oxplnLEyvHjjxP,"I find the discrepancy between A and C parking to be frustrating, particularly in the lausen lot where C parking was recently dramatically reduced. Every day that I am on campus, no matter the time, the A parking is perhaps 1/3 to 1/2 full, while the C parking is at capacity. I had had to drive all over campus for up to 45 minutes on several occasions to find a parking spot, and I know that others have experienced the same. While I understand that the goal is to reduce commuters, circumstances do not always allow for this, and I would suggest conducting a survey comparing the number of A and C permits bought to the number of each type of space actually available on campus. ",10/14/13,,,,,Parking,,,,,,
R_eWHTHjO2dL45Jt3,It would be amazing if postdoctoral scholars were offered the Go Pass. As it stands only staff is currently afforded this perk.,10/14/13,,,Other transit,,,,,,,,
R_2t9teV0FFwRncYB,"The Commute Club registration never went through for me (I'm a John S Knight fellow, and although I paid class fees never formally registered for units. I audited classes) which was a big reason I'd drive to campus. ",10/14/13,Bike,,,Commute Club,,,,,,,
R_8BsHVpIdqDQm6qx,"There is not enough EA parking close to Schwab. I know the area is under construction, but more and more spots are being eliminated. Would be very nice to compensate and make some spots nearby EA.",10/14/13,,,,,Parking,,,,,,
R_3xuLa3rIdkQ1S5L,Please make the Marguerite shuttle schedule easier to understand. Can we please have an app where we input our origin and destination and it tells us which shuttles go there and when?  And ideally real-time updates of when the next shuttle is coming. This would make me MUCH more likely to take the shuttle,10/14/13,,Marguerite,,,,,,,,,
R_eqEeVSvMDhFkBp3,"It would be nice if daily parking passes ordered online did not take three days to process, especially since you can go to the office without ordering them online and get them right away.  This seems to provide exactly the wrong incentives if the goal of the online service is to reduce the line in the PTS office (or to make things more convenient for people). /  / Also, I find the Palm Drive express to be the most helpful shuttle on campus, and I wish it ran later into the evening hours. /  / Thank you!",10/14/13,,Marguerite,,,,,,,P&TS website and/or online ordering system,,
R_bKkjBjq78wEl6QJ,"Love the bike repair station. I only know of one of them, by meyer. Are there more??",10/14/13,Bike,,,,,,,,,,
R_3yBHFKConezNCoB,The Bike repair stand on Galvez does not have functioning air ,10/14/13,Bike,,,,,,,,,,
R_3geQmfeVfgLtbYV,"I would be able to take the Line U every day (and not have to carpool/drive) if there were later Line U busses and/or I got free DB access as a post doc.  Also, the driver of the 5:55 Line U from Stanford Shopping Center to Fremont/Union City is horrible.  She is always either late or early (and leave stops early), frequently is rude to riders, cannot make turns or reverse the bus (so we will be stuck waiting at stops longer than necessary), and often stops at the Ardenwood Park & Ride to use the restroom.  My evening rides home when she drives often take from 5:55 (or 5:50 if she decides to leave early) to 7:15 instead of from 5:55 to 6:53.  As a result, I have started carpooling or even driving myself, as the extra time is time away from my children.  ",10/14/13,,,Other transit,,,,,,,,
R_6mXk0RpSsYQvbGl,"More frequent Marguerite shuttles to and from Caltrain, and which are synchronized with the train schedule.  This includes weekends, when students on campus are far more likely to use Caltrain.",10/14/13,,Marguerite,,,,,,,,,
R_0vxzyPL99brDL6J,Would. E great for grad students to get caltrain passes,10/14/13,,,Other transit,,,,,,,,
R_1ZykQRqjJB9llZj,I would take Caltrain instead of driving alone if the Go Pass covered Teaching Assistants (who also happen to be graduate students).  I think this would help reduce the number of solo drivers significantly.,10/14/13,,,Other transit,,Parking,,,,,,
R_6yxUz0XSTJnqQrr,I do not know 75% of these programs. Information dissemination should be improved.,10/14/13,,,,,,,,,,,Other
R_e4GH0H3me1fJigB,"It would be nice if the GoPasses were available for graduate students, not necissarly for free, but perhaps at a reduced rate from the normal CalTrain fare. ",10/14/13,,,Other transit,,,,,,,,
R_3VjHYXOMQ4cIFYF,The pump on the bicycle repair stands has a weird adapter that does not fit my bike's tires. / I love the programs!,10/14/13,,,,,,,,,,,
R_eL0pvzmT08yatuJ,I think bike safety programs should be compulsory too for graduate students ,10/14/13,Bike,,,,,,,,,,
R_7PpR7s7hZkAt6zb,"P&TS parking permit system is excellent. Even though the permits are very expensive, I switched permits when I moved on campus and was refunded the pro-rated difference. Made paying so much less painful.",10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_1IbSIknlKZQ8n65,"I just read up on the Eco/Go Passes, which I think is an excellent program. However, as a graduate student living off campus and frequently using the VTA to either reach campus (especially when Marguerite isn't running) or reach a Marguerite shuttle stop, and since I am working 20 hours/week via a Research Assistantship, I wonder why the pass isn't available to me? For graduate students living off campus, it would be a great way to encourage use of public transportation and reduce the costs burden of commuting to campus without driving.",10/14/13,,,Other transit,,,,,,,,Other
R_diCsCkJcPUU7ZC5,"Nice to have bicycle repair stands but the ones I have visited are broken. Also, the helmet discount is great.,\",10/14/13,Bike,,,,,,,,,,
R_8BP9HmM08g3s0Zv,30mins bicycle repair workshops would be great!,10/14/13,Bike,,,,,,,,,,
R_0DogxibTD6Tw2C9,Go Pass for undergrads would be incredible!,10/14/13,,,Other transit,,,,,,,,
R_6ffv49YAKcQ7YKp,I WANNA know about some of these things!,10/14/13,Bike,,Other transit,,,,,,P&TS website and/or online ordering system,,
R_bgrnOTAB0whyDJP,PLEASE OFFER MARGUERITE ON WEEKENDS. Getting off campus is incredibly difficult for on-campus students on the weekends. ,10/14/13,,Marguerite,,,,,,,,,
R_e2MLo2JhPmmJAhf,"Not familiar with any subsidy programs, basically. Send out a list!",10/14/13,Bike,,,,,,,,,,
R_9nnMhOSlsRDk9md,"Marguerites should have more lines running during the weekend, as that is when students would be most likely to use the bus system to go into downtown Palo Alto or another location. It is very inconvenient that it does not run often on the weekend and almost all students I know don't use the Marguerite at all because of this. ",10/14/13,,Marguerite,,,,,,,,,
R_51nTtbnJvkXMvIx,"Maybe give them some more publicity. Some of them sound like great programs, but I had never even heard of them until just now doing this survey.",10/14/13,Bike,,,Commute Club,Parking,Events,,Carpooling/Vanpooling,P&TS website and/or online ordering system,,
R_81FJG6rGs97N0ih,The Enterprise $10 weeknight program is wonderful.,10/14/13,,,Other transit,,,,,,,,
R_dcKIErH7EMUXdsh,"Make GoPass and Bike/Clothing lockers more well known - they seem like great programs, but I have never heard of them. ",10/14/13,Bike,,Other transit,,,,Walking,,,,
R_9nrgB2b8AZk7XEN,"Advertise better! I only know about two, but the others sounds great.",10/14/13,,,Other transit,,,,,,,,
R_aeIYpNZMnK7OQDj,I wish there was a brochure distributed to students about the time table of shuttle buses that run through Stanford. ,10/14/13,,Marguerite,,,,,,,,,
R_cu3t4YmVAkxuQ9n,"As a student, I'd like more info about these things.",10/14/13,,,,,,,,,,,Other
R_eQjeNXcPdOUn1op,"The Marguerite would be more helpful to me if it ran more regularly in the evening. I work on campus until the evening, but the Marguerite's peak hours seem to be in the early afternoon. Who is going home in the early afternoon?? ",10/14/13,,Marguerite,,,,,,,,,
R_507IsBCzDY72G1L,You should fund caltrain fairs for grad students. This will motivate a lot of caltrain commute. ,10/14/13,,,,,,,,,,,
R_2lO656yUqba93I9,More secure bicycle parking. Add protected bike lanes to major roads on campus. Bicycle crossings at more el camino locations. More zipcar locations.,10/14/13,Bike,,Other transit,,,,,,,,
R_7QB9I6wTGvBAjQ1,"I think the bike registration is worth it, even if it's just for the lights, the ankle reflector and ensuring that your bike won't be impounded. / I use the Marguerite shuttle to go to San Antonio every week and I'm often annoyed by the lack of punctuality. I understand that it is difficult for buses to follow the schedule with heavy trafic, but I would appreciate if the bus tracking app worked correctly.",10/14/13,Bike,Marguerite,,,,,,,,,
R_bmEz9lQoM96am3P,Some of the above programs sound awesome (esp the free passes). Please advertise these more!,10/14/13,,,,,,,,,,,Other
R_0vQNlRzbPKIEWdD,Most of the programs are beneficial but you guys need to let more people know about them.,10/14/13,,,Other transit,,,Events,,Carpooling/Vanpooling,P&TS website and/or online ordering system,,
R_3rNSgkRZgbMGd93,It'll be better if the arriving time of the school bus to Walmart (line S) can be more accurate,10/14/13,,,,,,,,,,,
R_0vJr9AmdP6MRZqt,I love the free bike safety repair stand outside Tresidder. Thanks for maintaining it! Made it really easy for me to repair my brake pads when they were wearing out.,10/14/13,Bike,,,,,,,,,,
R_bI8wIPgGJc8MpRX,"The transportation provided to off-campus students is horrible.  The majority of us did not choose to live off campus, and were assigned here because space ran out on-campus.  I would've hoped that Stanford would provide consistent, easy transportation methods for students assigned to off campus housing (Sharon Park).  The Margarite is a feeble attempt at transportation.  It only comes once every 30 minutes, and is typically very late.  Using this system, I would have to leave for class about forty minutes before class starts (and this is assuming it comes on time, which is not the case).  It takes fifty minutes to walk to campus.  The Margarite runs on week days with non-student friendly hours. I cannot use the Margarite to get home after 9 pm.  Because I run hours twice a week until 10 pm, the Margarite is often unhelpful.  Biking is definitely the best option, but when its rainy, late out, or I have to dress up (such as for an interview), there should be another transportation mode available (and not have to take a taxi).  ",10/14/13,,Marguerite,,,,,,,,,
R_3fJJy1rH3R2pBI1,"I never used the bike repair stands because I can never get the pumps to work, so I usually end up going to tressider to get air. ",10/14/13,Bike,,,,,,,,,,
R_5hzcLeauUNA8h8x,"graduate students should also be eligible to free caltrain tickts, i.e. go pass.",10/14/13,,,Other transit,,,,,,,,
R_cBglbGrR6wjoK4l,"I was surprised that Stanford does not have a bus pass program--where you get a sticker on your ID card and can use local buses for free. Did I just not know about it? Also, there are a lot of programs mentioned above that I am very curious about and would be interested in using but I never heard of them! ",10/14/13,,,Other transit,,,,,,,,
R_7WppgXxu2OndfI9,"Better advertisement or some way to access the information more easily, as I am a frequent bicycle rider and don't know most of them. ",10/14/13,Bike,,,,,,,,,,
R_3VhNi7p9wTToxP7,I think the marguerite buses should turn off their engines if they are not driving! ,10/14/13,,Marguerite,,,,,,,,,
R_3ODATqhZ0kkBWhn,The bike safety program is really good.,10/14/13,Bike,,,,,,,,,,
R_5cDgrGIwQqvxllz,We should have some more bike registration event each year.,10/14/13,Bike,,,,,,,,,,
R_dhucaZjKjjGGXiZ,There should be some covered areas to park our bikes.,10/14/13,Bike,,,,,,,,,,
R_8upwRVtusLtuL1X,"Please increase the frequency of line V and line C. Also, during holidays could atleast line V be available once an hour or so especially for students who work in campus",10/14/13,,Marguerite,,,,,,,,,
R_cU3mTqkDoPLtuHH,I should have mentioned above: very grateful for commute club subsidies and the discount helmet program! I do wear my helmet whenever I go for off-campus rides.,10/14/13,Bike,,,Commute Club,,,,,,,
R_8ofuxdzcmPShpbL,More time slots for Slac especially night times,10/14/13,,Marguerite,,,,,,,,,
R_d5STw20zlDoOuJ7,I wish there were eco or go passes for grad students.,10/14/13,,,Other transit,,,,,,,,
R_bjf7T4u3h5AwsPb,There should be a Marguerite back from downtown Palo Alto right after the bars close (~2:15 AM). It's annoying that the last one is at 1:30.,10/14/13,,Marguerite,,,,,,,,,
R_8wgm5NxSVD2LV5j,"Please make students more aware of these other programs, their benefits and how to access them via personal emails and any other means. I don't think a good job is done with regard to making people aware of these programs. Also, information should be sent regularly every quarter regarding these programs and not merely during the orientation program when students first arrive at Stanford. ",10/14/13,,,,,,,,,,,Other
R_8kwRRqJPOfTprkF,The free bike repair stands are great! Any chance of including oil along with the tools and air?,10/14/13,Bike,,,,,,,,,,
R_6DxFn0llMhzRgW1,More information regarding the Go Pass or Eco Pass would be great since I had not been aware of other modes of transportation which could save me money -- I travel off campus somewhat regularly. ,10/14/13,,,Other transit,,,,,,,,
R_emNQs2JCVR5UStD,Consider subsidizing bikes for students on financial aid!,10/14/13,Bike,,,,,,,,,,
R_bkYhIkqGg1hnW4t,Advertise them more in dorms with posters! We get too many emails. Or ask dorm staff to make announcements about them.,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,Other
R_aWOMygWaq8t0CKF,"I typically take the Caltrain to the airport on the weekends at the end of term, and I wish the N or O line would run to the Caltrain at that time, because the other lines that run at that time never are anywhere close to my dorm. Even if the buses would just run on high-transit weekends, it would save me a lot of walking time.",10/14/13,,Marguerite,,,,,,,,,
R_1Gpbkox2eSSemWx,The bicycle pump at the bicycle repair station near Stern Hall isn't standard; it doesn't fit most bike tires.,10/14/13,Bike,,,,,,,,,,
R_ctKAeng5lc81xgp,"The school should offer free bike repairs, at least on simple things like brakes.",10/14/13,Bike,,,,,,,,,,
R_ai7R9SyPYwwbrrn,Free helmets. The helmets at the bike shop are too expensive for me.,10/14/13,Bike,,,,,,,,,,
R_0PUXCLgb8zN1YBD,LET US KNOW ABOUT THESE!,10/14/13,Bike,,Other transit,,Parking,,,,,,
R_73wkDnwuNoRdYcR,Bike safety and repair stands are in disrepair. ,10/14/13,Bike,,,,,,,,,,
R_1M7AKZ4TwElbGxn,"Caltrain is unfeasibly expensive for graduate students.  Due to personal circumstances, I can not live in Palo Alto, so have to commute.  The additional $1000 per year it costs is a large burden and part of the reason I am taking next term off.  Please, extend this program to graduate students. /  / Also, the Caltrain timetable is extremely incompatible with class times during the day.  I have been trying not to drive to campus, but waiting an hour for the train each day is really hard to swallow.  Please make sure the Marguerite shuttles arrive before the trains do - at least every couple of days, the shuttle arrives as the train leaves. Classes finish at (eg) 2pm, so if the Marguartite arrives at the station as the 2.38 train leaves and I have to wait for the next train (an hour later), it's almost two hours between class ending and getting on the train.  This makes my commute almost four hours long (an hour on the train, then a 40 minute trip across the city).  This is untenable and could be made much easier if the Maguarite was easier to catch (eg the timetables were available at the stops and it ran to schedule) - as it is, it wastes too much of my time.  /  / PLease also make a Marguarite schedule available easily.  ",10/14/13,,Marguerite,Other transit,,,,,,,,
R_aWOEYD5F7Owm97f,"It would be nice, if Stanford provided Go Passes and/or Eco Passes to Graduates who are employed as teacher assistants. As a TA I would commute more, if this service was available.",10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_cCl09yuhAdPLNIN,"Stanford could possibly offer more variety of Marguerite weekends lines, or, at least, make available the X and Y line during the weekend (not so frequently as during week days).",10/14/13,,,Other transit,,,,,,,,
R_0DN77JJUVTbic6h,All programs I use have been great so far. Marguerite times do not correlate well with weekend Caltrain schedule but that seems inevitable given the frequencies of both.,10/14/13,Bike,Marguerite,,,,,Walking,,,,
R_djppExjbWqdI149,"I was very dissapointed that I did not qualify for an Eco Pass after being placed in off-campus housing.  I was not only placed off campus away from academic and social resources, but also, I had no free way to get to class!  The Marguerite does not go to my part of town (Midtown), so my only option was VTA or bike, both of which are expensive.  Stanford could have at least offered an Eco Pass or a bike subsidy.  If off-campus subsidised housing program continues, please make more accomodations for these poor students.  ",10/14/13,Bike,Marguerite,Other transit,,,,,,,,Other
R_6RmNUQvYRfM1rXD,"Please extent marguerite beyond its current service area. People with pets cannot live in campus, and most students can't afford to live within the marguerite service area. Alternatively, offer pet friendly housing! Not all of us can leave pets with our parents.",10/14/13,,Marguerite,,,,,,,,,
R_29riFFJUecItoNv,More incentive to find alternative commute/not drive. Reduced tuition or books would be great. ,10/14/13,,,,,,,,,,,Other
R_9pOukGQmdNa7nSZ,Discount helmet program - didn't have my size.  My size was twice the price.  That's why I didn't buy a helmet.  Felt like bait and switch.,10/14/13,Bike,,,,,,,,,,
R_diqJOv9KlMwZlPL,I really love the bike repair stands. Great idea!!,10/14/13,Bike,,,,,,,,,,
R_4Jv4bSL2rUr16UB,"Post-docs don't receive a lot of the benefits above e.g. go pass, which I think is truly appalling.",10/14/13,,,,,,,,,,,Other
R_0DkKoPJDRqZobit,"The bike pumps never work, but it's a great idea.",10/14/13,Bike,,,,,,,,,,
R_bkMinxMpx5jDFit,"Please, make it safe to put bikes in campus. All people in my lab had bikes stolen at least once, most of which were locked, just outside the office buildings! And they take hamlets and bike lights as well!! Unbelievable!!!",10/14/13,Bike,,,,,,,,,,
R_bPetgIk5igHCu0Z,Request train pas for postdocs,10/14/13,,,Other transit,,,,,,,,
R_bdBK6tVwGTwZghv,Should provide Go Pass for postdocs then more of us would take the train ,10/14/13,,,,,,,,,,,Other
R_3RcLHGx6Hq1uxgN,"I wouldn't have to drive or bike to campus if I simply had on campus housing, which I applied for and was denied.",10/14/13,,,,,,,,,,,Other
R_4H1UnBZQlI63Ryt,I wish there were free passes for SamTrans. Especially since people taking SamTrans are often commuting for a further distance than people taking VTA and Caltrain. Many of my fellow riders are Stanford staff who cannot afford to live in the more expensive areas that Stanford is currently subsidizing transit for.,10/14/13,,,Other transit,Commute Club,,,,,,,
R_6Jqq9krlfhgdCVn,"Didn't know this one was an option for scratchers: Online ordering on the P&TS website  (e.g., parking permits, daily parking scratchers, Clean Air Cash)  !! I will look into it.  Maybe promote it more?  ",10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_1ApzoMW0TDC6sbb,Marguerite shuttle drivers are always very friendly and helpful. Thank you. ,10/14/13,,Marguerite,,,,,,,,,
R_9ENXkts6v5NL85D,I think commute club and Clean Air Cash and/or Carpool Credit is great and it will bring more members.,10/14/13,Bike,,,Commute Club,,,,,,,
R_3sk6SwDcQNvYVGR,"Commute club program is very helpful. I appreciate the efforts taken in getting it working. / I would appreciate it very much if Caltrain monthly pass would be availble freely or at a discounted price to Stanford Postdocs. Given that postdocs get less salary to afford housing in Palo Alto, it is typical of them to stay away from campus and hence, commuting via Caltrain could be a likely option.",10/14/13,,,Other transit,Commute Club,,,,,,,
R_5oP8me9H6OP9o4R,"Online tracking of marguerite shuttles would be helpful. Considering the hectic traffic in Silicon Valley, the shuttles are not always on time.  At one point, it was over 40 minutes late. Additionally, with new drivers, I have ad two occasions where they became lost.",10/14/13,,,,,,,,,,,
R_73xC5bIvDyfsZG5,Caltrain passes for Postdocs,10/14/13,,,Other transit,,,,,,,,
R_72Q7JSfuecYgWoZ,"I have no idea where to find a Dumbarton express schedule, or marguerite schedule",10/14/13,,Marguerite,,,,,,,,,
R_9S50w5f7EVrKguh,"There are some bike commuters off campus (in my case Redwood City), and I am not sure they are entirely aware of all of these programs.  I was not.",10/14/13,Bike,,,,,,,,,,
R_eVv8AMhFWqkEU6x,"Unfortunately I fall between categories.  I work mainly for an outside non-profit but teach Stanford students (and have done for 20 years).  Here in the Music Department, where concerts often last until 10, public transportation home afterwards is out of thre question for most people.  I'm not most people; I need easy-to-board transport (excludes CalTrain and some Margherites).  The Marghuerite service is definitelyh very beneficial to the campus in general, but longer routes, running more frequently, would be desirable.  Next week I have three medical appointments off campus.  The Marghuerite won't get me to any of them.",10/14/13,,,,,,,,,,,
R_3Ws3gfwFpHswUpD,"I will be commuting from SF next year, if there are resources for that it would be helpful to learn more about them.",10/14/13,,Marguerite,,Commute Club,,,,Carpooling/Vanpooling,,,
R_cCOR2v1IxAmIA3H,"Wish the program for free transit passes could be made available to employees under temp/casual status... I believe we make less money, which means we more than likely use public transit more-- hence it would be a greater benefit to us. I am aware it may cost more for the university to provide them for temp/casual staff, but maybe there could be something we could get from our managers for a pass? Maybe like a waiver, so that our status doesn't automatically disqualify us from the passes. I only have a bike and would like to ride the caltrain or vta if possible, but it's out of my budget to ride daily.",10/14/13,Bike,,Other transit,,,,,,,,
R_6PwvesLWmaEzBoF,Provide free Caltrain passes for postdocs. ,10/14/13,,,Other transit,,,,,,,,
R_5isZuJV1HhATWHX,Wow. I'm surprised with the numerous programs available that I have never heard of...,10/14/13,Bike,Marguerite,Other transit,,Parking,,Walking,,P&TS website and/or online ordering system,,
R_eCCpU0N1kY8fos5,"When I accepted my Stanford position, the plan was that I'd carpool with my wife, who is also a Stanford employee. Unfortunately, her job was moved to the Redwood City auxilliary campus and there's no good mechanism to coordinate our travel or drives; and our child's daycare is on campus. the net effect of this job move is that I drive every day (10 trips onto/off) and my wife does the daycare dropoff 2-3 days a week (4-6 trips onto campus) - so by moving her job offsite, total number of trips onto campus was actually increased. Stanford needs to very carefully plan the moving of jobs away from campus and provide much more flexilbility for those who do get moved. ",10/14/13,,,,,,,,Carpooling/Vanpooling,,,Other
R_8FYbGjmROxLmpQp,"My only suggestion is to add BART as a PRIMARY commute option in the series of survey questions (unless there's a reason the program prefers an ""other"" answer).",10/14/13,,,Other transit,,,,,,,,
R_9pM1EzpoLZEUnB3,For Marguerite:  update the web site to reflect temporary routes and stops in effect due to construction at the medical center.  The Bohannon route is really confusing right now and ought to have at least one extra on-campus stop (probably near the museum).,10/14/13,,Marguerite,,,,,,,,,
R_bQMbIb0rThKtEPz,On-line scratcher purchase is great. / I park at Porter dr after my commute on Page Mill and bike to my office.,10/14/13,Bike,,,,,,,,,,
R_cx2lNMKhgvwt55P,Many of the airpumps on the bike repair stands are not functional and/or do not have an adapter for both Presta and Schraeder valves. Having more checking of these and/or having bike air stations in locations that are more protected from the elements might help (eg inside parking structure 2 rather than outside next to it-it often looks like water is getting into the pumps,10/14/13,Bike,,,,,,,,,,
R_aeG4ca4bN24wHZ3,"Marguerite has been terribly inconsistent in the afternoons, the Palm bus in my case. (Have had no problems in the morning.) Been a few times in which it doesn't come at all and I've missed the train. Another time it got into an accident. Really inexperienced drivers and seems to be a lot of turnover. ",10/14/13,,Marguerite,,,,,,,,,
R_bP1vXR7mwrEmLoV,"i refuse to ride a bike because i have fallen and broken my wrist (just walking!), and bikers seem way too vulnerable to me. ",10/14/13,Bike,,,,,,,,,,
R_8v5xndAWsGhCxW5,"Increased construction has not only closed some parking structures, but has increased the volume of cars with no extra parking. Parking these days is a nightmare. I have to get to the parking lot 20-30 minutes early to wait for a spot. ",10/14/13,,,,,Parking,,,,,,
R_eECu7wCZlbbGARf,would be great if postdocs had caltrain go passes ,10/14/13,,,Other transit,,,,,,,,
R_885DGW6lLzgErFX,Please provide Go Pass for postdocs.,10/14/13,,,Other transit,,,,,,,,
R_1FzWFLXSvri2BBX,Could you please add a BART pass to those you provide university employees? Your passes are a phenomenal incentive for public transit use and helped me to decide against the extra cost (financial and to the environment) of acquiring a car. I've spoken to many of my colleagues who have gone through the same decision-making process. A free BART (with Muni?) pass would shift your program from incentivizing to transformative.,10/14/13,,,Other transit,Commute Club,,,,,,,
R_bQktgLqfLh7rrFz,There are insufficient bike lockers; I've been on the waiting list for about six months with no end in sight. More bike lockers are needed.,10/14/13,Bike,,,,,,,,,,
R_cw3SBkvpoWly0YJ,"I would like to see the campus offer a monthly clipper card fund for staff who commute. Leaving in the city, I have to pay for the bus and it would be nice if we could get free bus rides like the VTA provides to South Bay residents or money put on our clipper cards every month to help with the cost.",10/14/13,,,Other transit,,,,,,,,
R_cARnJdfws1Zx1Dn,na,10/14/13,,,,,,,,,,,
R_aXFIQxlMgJcmluJ,"Please provide gopass for post docs, it's quite expensive to commute to work ",10/14/13,,,Other transit,,,,,,,,
R_8IhucfeD5T7WXjL,"I have only been informed by the Transportation office about the option of BART to Dumbarton express. If there is another option from Oakland direct to campus, I would do that for sure.",10/14/13,,,,,,,,,,,Other
R_cA2dO9z2oXXrn9P,"The U Line Bus services do not match what is listed on the Stanford Website.  It is normally late and there is no seating.  There are no notifications (by Stanford or U Line) of if the U Line will be late or is broke down.  When I contact your offices regard these matters, I am treated poorly and not given a direct answer.  I am thinking of driving to campus as the U Line service is not reliable and there is not accountability for the Parking Office or U Line.  It's is embarrassing and goes against everything the Commute Club stands for.   /  / It is not a sustainable service and I do understand why Stanford employees are being treated this way.  Ward Thomas replies to the email U Line list are apathetic and no good has ever come from them.  I do not know Ward personally, however, I wish there was someone in the Parking Office who could do something about the tragic situation.   / ",10/14/13,,,Other transit,Commute Club,,,,,P&TS website and/or online ordering system,,
R_9RJ43F1YB1y2bIN,Free Caltrain pass for Postdocs is important since Postdocs have to cope with both low salary and high housing costs.,10/14/13,,,Other transit,,,,,,,,
R_4IAez7uwysaKiEd,There aren't enough racks to place and secure the bikes in the biology department area,10/14/13,Bike,,,,,,,,,,
R_daT0DuhiZvjOY17,"I like Marguerite. But I would like to report that shuttle X n Y (which I mostly avail) often have a stuffy smell. Please instruct the drivers to aerate the vehicle intermittently or use air-freshener. / I rely on Marguerite app to check the timing of the next shuttle. It 'll nice if the app shows arrival time in real-time rather than those mentioned in the printed schedule.  / Many a times, the 'stop #' and name on the app doesn't match the actual stop name and number.  / In general, most Marguerite drivers do a great job to help people new to the campus. But I still so a lot of visitors unable to find their way around and getting completely confused. Please think of better tools for navigation.  ",10/14/13,,Marguerite,,,,,,,,,
